"","campaign_name","ad_name","image_video_and_slideshow","ad_set_name","reach","impressions","result_type","results","amount_spent_usd","starts","ends","link_clicks","cost_per_result","audience","restriction18_39","campaign_theme","version","video_theme"
"1","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (Cause-led)",34110,44150,"Meta Leads",124,1529.9933875526,2021-11-30,2021-12-20,368,12.338656351231,"Philanthropy",0,"Cause-led","V1","Animal"
"2","Giving Guide 2021 - Cause-led","Animal Welfare (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (Cause-led)",30576,40824,"Meta Leads",141,1352.1198607732,2021-11-30,2021-12-20,359,9.589502558675,"Animal",0,"Cause-led","V1","Animal"
"3","Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Climate Change (Factual V2)",21932,25846,"Meta Leads",94,711.78204856303,2021-12-08,2021-12-20,305,7.5721494527982,"Climate",0,"Factual","V2 - factual shortened","Factual short"
"4","Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Philanthropy (Factual V2)",16449,19621,"Meta Leads",71,658.75271784568,2021-12-08,2021-12-20,232,9.2782072936011,"Philanthropy",0,"Factual","V2 - factual shortened","Factual short"
"5","Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare (Factual V2)",17743,20462,"Meta Leads",62,653.82111355898,2021-12-08,2021-12-20,213,10.545501831596,"Animal",0,"Factual","V2 - factual shortened","Factual short"
"6","Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare (Factual V3)",41361,51689,"Meta Leads",75,591.12424251497,2021-12-23,2022-01-04,223,7.8816565668663,"Animal",1,"Factual","V3 - sometimes Luke","Factual short"
"7","Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Lookalikes (Factual V2)",12235,13803,"Meta Leads",82,479.75688931914,2021-12-08,2021-12-20,220,5.8506937721846,"Lookalikes",0,"Factual","V2 - factual shortened","Factual short"
"8","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy (Cause-led)",16854,18904,"Meta Leads",35,461.64225586659,2021-11-30,2021-12-20,132,13.189778739045,"Philanthropy",0,"Cause-led","V1","Poverty"
"9","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (310295524327625)","Philanthropy (Cause-led V3)",35513,45767,"Meta Leads",64,458.81583508909,2021-12-23,2022-01-04,137,7.168997423267,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Poverty"
"10","Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (Factual V2)",16210,18406,"Meta Leads",53,420.76188183979,2021-12-08,2021-12-20,138,7.9389034309395,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short"
"11","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","General Population (18-39)",16640,21789,"Meta Leads",21,353.92,2022-01-07,2022-01-17,70,16.853333333333,"General audience",1,"Hypercube","Video/creatives","Hypercube (factual)"
"12","Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Climate Change (Factual V3)",26192,32982,"Meta Leads",43,325.2,2021-12-23,2022-01-04,118,7.5627906976744,"Climate",1,"Factual","V3 - sometimes Luke","Factual short"
"13","Giving Guide 2021 – Factual","Climate Change (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Climate Change (Factual)",7186,9057,"Meta Leads",15,319.36570148674,2021-11-30,2021-12-08,46,21.291046765783,"Climate",0,"Factual","V1","Factual long"
"14","Giving Guide 2021 – Factual","Philanthropy (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Philanthropy (Factual)",5313,6573,"Meta Leads",11,288.03120300522,2021-11-30,2021-12-08,41,26.184654818657,"Philanthropy",0,"Factual","V1","Factual long"
"15","Giving Guide 2021 – Factual","Animal Welfare (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Animal Welfare (Factual)",7604,8600,"Meta Leads",11,283.57496895615,2021-11-30,2021-12-08,46,25.779542632377,"Animal",0,"Factual","V1","Factual long"
"16","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Climate Change (18-39)",21252,24872,"Meta Leads",27,277.04,2022-01-07,2022-01-17,86,10.260740740741,"Climate",1,"'Optimized' PPCo","Video/creatives","Factual short"
"17","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Climate Change (18-39)",9588,14241,"Meta Leads",11,262.37,2022-01-07,2022-01-17,45,23.851818181818,"Climate",1,"Hypercube","Video/creatives","Hypercube (factual)"
"18","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (Cause-led V3)",13960,18111,"Meta Leads",29,261.38,2021-12-23,2022-01-04,79,9.0131034482759,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"19","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Lookalikes (Cause-led)",4199,4837,"Meta Leads",28,251.35585567087,2021-11-30,2021-12-20,57,8.9769948453881,"Lookalikes",0,"Cause-led","V1","Animal"
"20","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Philanthropy (18-39)",10556,15681,"Meta Leads",22,241.87,2022-01-07,2022-01-17,61,10.994090909091,"Philanthropy",1,"Hypercube","Video/creatives","Hypercube (factual)"
"21","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (Cause-led)",3231,4638,"Meta Leads",16,217.45431096152,2021-11-30,2021-12-20,45,13.590894435095,"Philanthropy",0,"Cause-led","V1","Animal"
"22","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (Cause-led V3)",12724,15212,"Meta Leads",15,197.20864715828,2021-12-23,2022-01-04,50,13.147243143885,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Animal"
"23","Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Philanthropy (Factual V3)",16469,18991,"Meta Leads",17,192.28,2021-12-23,2022-01-04,55,11.310588235294,"Philanthropy",1,"Factual","V3 - sometimes Luke","Factual short"
"24","Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Philanthropy (Factual V2)",3209,4127,"Meta Leads",24,189.98397376383,2021-12-08,2021-12-20,74,7.9159989068262,"Philanthropy",0,"Factual","V2 - factual shortened","Factual short"
"25","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Lookalikes (Cause-led)",5890,6247,"Meta Leads",25,184.31628577243,2021-11-30,2021-12-20,55,7.372651430897,"Lookalikes",0,"Cause-led","V1","Poverty"
"26","Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare (Factual V2)",4165,4675,"Meta Leads",22,180.78942778714,2021-12-08,2021-12-20,81,8.2177012630517,"Animal",0,"Factual","V2 - factual shortened","Factual short"
"27","Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Lookalikes (Factual V3)",10828,12582,"Meta Leads",20,173.84,2021-12-23,2022-01-04,43,8.692,"Lookalikes",1,"Factual","V3 - sometimes Luke","Factual short"
"28","Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Lookalikes (Factual V2)",3949,4546,"Meta Leads",29,164.73048909787,2021-12-08,2021-12-20,104,5.6803616930299,"Lookalikes",0,"Factual","V2 - factual shortened","Factual short"
"29","Giving Guide 2021 - Cause-led","Animal Welfare (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (Cause-led)",2811,4084,"Meta Leads",17,164.18476402079,2021-11-30,2021-12-20,47,9.6579272953408,"Animal",0,"Cause-led","V1","Animal"
"30","Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Climate Change (Factual V2)",3957,5008,"Meta Leads",21,162.89614242455,2021-12-08,2021-12-20,80,7.7569591630738,"Climate",0,"Factual","V2 - factual shortened","Factual short"
"31","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (310295524327625)","Lookalikes (Cause-led V3)",9720,11130,"Meta Leads",16,162.44,2021-12-23,2022-01-04,48,10.1525,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Poverty"
"32","Giving Guide 2021 - Cause-led","Global Poverty (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Global Poverty (Cause-led)",7234,7693,"Meta Leads",8,157.95475818669,2021-11-30,2021-12-20,29,19.744344773336,"Global Poverty",0,"Cause-led","V1","Poverty"
"33","Giving Guide 2021 – Factual","Global Poverty (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Global Poverty (Factual)",3900,4428,"Meta Leads",4,153.36,2021-11-30,2021-12-08,41,38.34,"Global Poverty",0,"Factual","V1","Factual long"
"34","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (781123443286306)","Philanthropy (Cause-led)",2920,3837,"Meta Leads",10,150.59009804037,2021-11-30,2021-12-20,17,15.059009804037,"Philanthropy",0,"Cause-led","V1","Animal"
"35","Giving Guide 2021 - Cause-led","Animal Welfare (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (781123426619641)","Animal Welfare (Cause-led)",2722,3586,"Meta Leads",13,146.51537520603,2021-11-30,2021-12-20,30,11.270413477387,"Animal",0,"Cause-led","V1","Animal"
"36","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","General Population (18-39)",13036,15185,"Meta Leads",15,144.58,2022-01-07,2022-01-17,39,9.6386666666667,"General audience",1,"'Optimized' PPCo","Video/creatives","Factual short"
"37","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","General Population (18-39)",8424,10342,"Meta Leads",15,138.06,2022-01-07,2022-01-17,46,9.204,"General audience",1,"'Optimized' PPCo","Video/creatives","Animal"
"38","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Philanthropy (18-39)",11656,12396,"Meta Leads",15,136.14,2022-01-07,2022-01-18,37,9.076,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Factual short"
"39","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Climate Change + Lookalikes (18-39)",4421,5520,"Meta Leads",6,124.99,2022-01-07,2022-01-17,17,20.831666666667,"Climate",1,"Hypercube","Video/creatives","Hypercube (factual)"
"40","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (18-39)",5712,6510,"Meta Leads",3,124.9,2022-01-07,2022-01-18,26,41.633333333333,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Animal"
"41","Giving Guide 2021 – Cause-led V3","Global Poverty (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (310295524327625)","Global Poverty (Cause-led V3)",9564,11812,"Meta Leads",22,122.24,2021-12-23,2022-01-04,51,5.5563636363636,"Global Poverty",1,"Cause-led","V3 - sometimes Luke","Poverty"
"42","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Global Poverty (18-39)",5884,6986,"Meta Leads",6,119.06,2022-01-07,2022-01-17,20,19.843333333333,"Global Poverty",1,"Hypercube","Video/creatives","Hypercube (factual)"
"43","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (18-39)",6080,7489,"Meta Leads",12,114.8117227292,2022-01-07,2022-01-17,34,9.5676435607668,"Animal",1,"'Optimized' PPCo","Video/creatives","Animal"
"44","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change (18-39)",7832,9815,"Meta Leads",8,106.27,2022-01-07,2022-01-17,31,13.28375,"Climate",1,"'Optimized' PPCo","Video/creatives","Climate"
"45","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Animal Welfare (18-39)",5274,6070,"Meta Leads",3,102.59,2022-01-07,2022-01-17,21,34.196666666667,"Animal",1,"Hypercube","Video/creatives","Hypercube (factual)"
"46","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy (18-39)",6110,7024,"Meta Leads",12,101.15,2022-01-07,2022-01-18,36,8.4291666666667,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Climate"
"47","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy (Cause-led)",2386,2866,"Meta Leads",16,87.753002779374,2021-11-30,2021-12-20,40,5.4845626737109,"Philanthropy",0,"Cause-led","V1","Climate"
"48","Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (Factual V2)",2036,2403,"Meta Leads",7,84.989763640293,2021-12-08,2021-12-20,34,12.141394805756,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short"
"49","Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (Factual V3)",8838,9903,"Meta Leads",9,82.9,2021-12-23,2022-01-04,31,9.2111111111111,"Global Poverty",1,"Factual","V3 - sometimes Luke","Factual short"
"50","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","General Population (18-39)",6214,7437,"Meta Leads",12,75.12,2022-01-07,2022-01-17,33,6.26,"General audience",1,"'Optimized' PPCo","Video/creatives","Climate"
"51","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare (18-39)",5884,6472,"Meta Leads",8,69.658910759762,2022-01-07,2022-01-17,27,8.7073638449703,"Animal",1,"'Optimized' PPCo","Video/creatives","Factual short"
"52","Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare (Factual V3)",3444,5089,"Meta Leads",13,66.054943862275,2021-12-23,2022-01-04,28,5.0811495278673,"Animal",1,"Factual","V3 - sometimes Luke","Factual short"
"53","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Climate Change + Lookalikes (18-39)",2437,2849,"Meta Leads",6,52.037803163445,2022-01-07,2022-01-17,24,8.6729671939074,"Climate",1,"'Optimized' PPCo","Video/creatives","Factual short"
"54","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021 (1084969232319046)","Philanthropy (Cause-led)",1463,1675,"Meta Leads",3,49.168997666264,2021-11-30,2021-12-20,7,16.389665888755,"Philanthropy",0,"Cause-led","V1","Poverty"
"55","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Animal Welfare (Cause-led V3)",3350,3626,"Meta Leads",12,47.97,2021-12-23,2022-01-04,18,3.9975,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"56","Giving Guide 2021 – Factual","Lookalikes (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Lookalikes (Factual)",463,536,"Meta Leads",4,41.52,2021-11-30,2021-12-08,8,10.38,"Lookalikes",0,"Factual","V1","Factual long"
"57","Giving Guide 2021 - Cause-led","Climate Change (Cause-led)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change (Cause-led)",1369,1707,"Meta Leads",3,39.325596111883,2021-11-30,2021-12-20,39,13.108532037294,"Climate",0,"Cause-led","V1","Climate"
"58","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Lookalikes (Cause-led V3)",1323,1585,"Meta Leads",3,36.26,2021-12-23,2022-01-04,15,12.086666666667,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Climate"
"59","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Philanthropy + Lookalikes (18-39)",931,1096,"Meta Leads",1,35.53,2022-01-07,2022-01-17,4,35.53,"Philanthropy",1,"Hypercube","Video/creatives","Hypercube (factual)"
"60","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4 (241881881223781)","Philanthropy (Cause-led)",536,716,"Meta Leads",4,33.160953899919,2021-11-30,2021-12-20,8,8.2902384749798,"Philanthropy",0,"Cause-led","V1","Climate"
"61","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Philanthropy (Cause-led V3)",2995,3146,NA,NA,32.454462738978,2021-12-23,2022-01-04,2,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Animal"
"62","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Lookalikes (Cause-led V3)",1466,1707,"Meta Leads",4,32.2,2021-12-23,2022-01-04,7,8.05,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Animal"
"63","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Lookalikes (Cause-led)",336,408,"Meta Leads",3,31.092990547015,2021-11-30,2021-12-20,5,10.364330182338,"Lookalikes",0,"Cause-led","V1","Animal"
"64","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change + Lookalikes (18-39)",1580,1811,"Meta Leads",2,29.613059168131,2022-01-07,2022-01-17,8,14.806529584066,"Climate",1,"'Optimized' PPCo","Video/creatives","Climate"
"65","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Lookalikes (18-39)",960,1144,"Meta Leads",3,29,2022-01-07,2022-01-17,7,9.6666666666667,"Lookalikes",1,"Hypercube","Video/creatives","Hypercube (factual)"
"66","Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Climate Change (Factual V3)",1499,2239,"Meta Leads",3,27.63,2021-12-23,2022-01-04,13,9.21,"Climate",1,"Factual","V3 - sometimes Luke","Factual short"
"67","Giving Guide 2021 – Factual","Climate Change (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Climate Change (Factual)",344,485,"Meta Leads",3,26.106378841673,2021-11-30,2021-12-08,7,8.7021262805577,"Climate",0,"Factual","V1","Factual long"
"68","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy (Cause-led)",757,853,NA,NA,25.719322512929,2021-11-30,2021-12-20,7,NA,"Philanthropy",0,"Cause-led","V1","Poverty"
"69","Giving Guide 2021 - Cause-led","Lookalikes (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (781205209944796)","Lookalikes (Cause-led)",329,378,"Meta Leads",2,24.778321401484,2021-11-30,2021-12-20,3,12.389160700742,"Lookalikes",0,"Cause-led","V1","Animal"
"70","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy (Cause-led V3)",1783,1972,"Meta Leads",2,24.058133957602,2021-12-23,2022-01-04,4,12.029066978801,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Poverty"
