"","campaign_name","ad_name","image_video_and_slideshow","ad_set_name","reach","impressions","result_type","results","amount_spent_usd","starts","ends","link_clicks","cost_per_result","audience","restriction18_39","campaign_theme","version","video_theme"
"216","Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Animal Welfare (Factual V3)",27,31,NA,NA,0.31002320359281,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Factual","V3 - sometimes Luke","Factual short"
"217","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy (Cause-led V3)",28,35,NA,NA,0.28021121082065,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Poverty"
"218","Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (903414973700596)","Philanthropy (Factual V3)",16,17,NA,NA,0.28,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Factual","V3 - sometimes Luke","Factual short"
"219","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare  + Lookalikes (18-39)",5,6,NA,NA,0.27,2022-01-07,2022-01-17,NA,NA,"Animal",1,"'Optimized' PPCo","Video/creatives","Factual short"
"220","Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (903415143700579)","Climate Change (Factual V3)",35,38,NA,NA,0.27,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Factual","V3 - sometimes Luke","Factual short"
"221","Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2882597715296116)","Lookalikes (Factual V3)",17,18,NA,NA,0.27,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Factual","V3 - sometimes Luke","Factual short"
"222","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Global Poverty + Lookalikes (18-39)",18,22,NA,NA,0.26,2022-01-07,2022-01-17,NA,NA,"Global Poverty",1,"'Optimized' PPCo","Video/creatives","Factual short"
"223","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Retargeting (Cause-led)",6,10,"Meta Leads",1,0.25478439425051,2021-12-03,2021-12-20,1,0.25478439425051,"Retargeting",0,"Cause-led","V1","Poverty"
"224","Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2970963846552038)","Philanthropy (Factual V3)",18,18,NA,NA,0.25,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Factual","V3 - sometimes Luke","Factual short"
"225","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Philanthropy + Lookalikes (18-39)",10,13,NA,NA,0.24,2022-01-07,2022-01-17,NA,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Factual short"
"226","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892971454258742)","Global Poverty (18-39)",17,22,NA,NA,0.24,2022-01-07,2022-01-17,NA,NA,"Global Poverty",1,"'Optimized' PPCo","Video/creatives","Factual short"
"227","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (310307580993086)","Philanthropy (Cause-led V3)",6,6,NA,NA,0.22016595135908,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Poverty"
"228","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Global Poverty + Lookalikes (18-39)",18,19,NA,NA,0.22,2022-01-07,2022-01-17,NA,NA,"Global Poverty",1,"Hypercube","Video/creatives","Hypercube (factual)"
"229","Giving Guide 2021 – Cause-led V3","Animal Welfare (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Animals.m4v (3000456510268873)","Animal Welfare (Cause-led V3)",12,12,NA,NA,0.21,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Cause-led","V3 - sometimes Luke","Animal"
"230","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (321584443149131)","Lookalikes (Cause-led V3)",3,3,NA,NA,0.21,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Climate"
"231","Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Animal Welfare  + Lookalikes (18-39)",19,28,NA,NA,0.2,2022-01-07,2022-01-17,NA,NA,"Animal",1,"Hypercube","Video/creatives","Hypercube (factual)"
"232","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Lookalikes (18-39)",10,10,NA,NA,0.2,2022-01-07,2022-01-17,NA,NA,"Lookalikes",1,"'Optimized' PPCo","Video/creatives","Animal"
"233","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (310295524327625)","Retargeting (Cause-led V3)",14,21,NA,NA,0.18,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Poverty"
"234","Giving Guide 2021 – Cause-led V3","Climate Change (Cause-led V3)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change (Cause-led V3)",9,9,NA,NA,0.18,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Cause-led","V3 - sometimes Luke","Climate"
"235","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (321584443149131)","Lookalikes (Cause-led V3)",9,10,NA,NA,0.17,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Climate"
"236","Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (903415193700574)","Lookalikes (Factual V3)",9,9,NA,NA,0.17,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Factual","V3 - sometimes Luke","Factual short"
"237","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (18-39)",9,9,NA,NA,0.15,2022-01-07,2022-01-17,1,NA,"Global Poverty",1,"'Optimized' PPCo","Video/creatives","Factual short"
"238","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_2 (1).mp4 (517920359885811)","Philanthropy (Cause-led V3)",13,18,NA,NA,0.14010560541033,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Climate"
"239","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Lookalikes (18-39)",10,12,NA,NA,0.14,2022-01-07,2022-01-17,NA,NA,"Lookalikes",1,"'Optimized' PPCo","Video/creatives","Factual short"
"240","Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Climate Change (Factual V3)",10,10,NA,NA,0.13,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Factual","V3 - sometimes Luke","Factual short"
"241","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change + Lookalikes (18-39)",8,18,NA,NA,0.12996953719977,2022-01-07,2022-01-17,NA,NA,"Climate",1,"'Optimized' PPCo","Video/creatives","Climate"
"242","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4 (254245039987465)","Philanthropy (Cause-led V3)",12,13,NA,NA,0.12009051892314,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Climate"
"243","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892970500925504)","Animal Welfare  + Lookalikes (18-39)",5,6,NA,NA,0.12,2022-01-07,2022-01-17,NA,NA,"Animal",1,"'Optimized' PPCo","Video/creatives","Factual short"
"244","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (321584443149131)","Philanthropy (Cause-led V3)",7,9,NA,NA,0.10007543243595,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Climate"
"245","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_3 (1).mp4 (946941825925152)","Philanthropy (Cause-led V3)",11,14,NA,NA,0.10007543243595,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Poverty"
"246","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Animals.m4v (3000457166935474)","Philanthropy (Cause-led V3)",8,8,NA,NA,0.090067889192353,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Animal"
"247","Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Retargeting (Factual V3)",5,17,NA,NA,0.09,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Factual","V3 - sometimes Luke","Factual short"
"248","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Animals.m4v (3000441363603721)","Lookalikes (Cause-led V3)",5,5,NA,NA,0.07,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Animal"
"249","Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2970964006552022)","Lookalikes (Factual V3)",4,4,NA,NA,0.07,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Factual","V3 - sometimes Luke","Factual short"
"250","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","General Population (18-39)",8,11,NA,NA,0.07,2022-01-07,2022-01-17,NA,NA,"General audience",1,"'Optimized' PPCo","Video/creatives","Climate"
"251","Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Retargeting (Factual V2)",1,1,NA,NA,0.07,2021-12-08,2021-12-20,NA,NA,"Retargeting",0,"Factual","V2 - factual shortened","Factual short"
"252","Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Global Poverty (Factual V3)",8,9,NA,NA,0.07,2021-12-23,2022-01-04,NA,NA,"Global Poverty",1,"Factual","V3 - sometimes Luke","Factual short"
"253","Giving Guide 2021 – Cause-led V3","Philanthropy (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021 (1099194154229887)","Philanthropy (Cause-led V3)",11,15,NA,NA,0.060045259461568,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Poverty"
"254","Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235578305254816)","Philanthropy (Factual V3)",2,2,NA,NA,0.06,2021-12-23,2022-01-04,NA,NA,"Philanthropy",1,"Factual","V3 - sometimes Luke","Factual short"
"255","Giving Guide 2021 – Cause-led V3","Climate Change (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_2 (1).mp4 (517919813219199)","Climate Change (Cause-led V3)",2,2,NA,NA,0.06,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Cause-led","V3 - sometimes Luke","Climate"
"256","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021 (1086828122133157)","Retargeting (Cause-led)",1,2,NA,NA,0.053080082135524,2021-12-03,2021-12-20,NA,NA,"Retargeting",0,"Cause-led","V1","Poverty"
"257","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Lookalikes (Cause-led V3)",2,2,NA,NA,0.05,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Poverty"
"258","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy (18-39)",4,4,NA,NA,0.05,2022-01-07,2022-01-18,NA,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Poverty"
"259","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Retargeting (18-39)",1,1,NA,NA,0.04,2022-01-07,2022-01-18,NA,NA,"Retargeting",1,"'Optimized' PPCo","Video/creatives","Climate"
"260","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Retargeting (Cause-led V3)",5,7,NA,NA,0.04,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Animal"
"261","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Animals.m4v (3000456690268855)","Lookalikes (Cause-led V3)",4,4,NA,NA,0.04,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Animal"
"262","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Retargeting (18-39)",5,7,NA,NA,0.03,2022-01-07,2022-01-18,NA,NA,"Retargeting",1,"'Optimized' PPCo","Video/creatives","Animal"
"263","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Retargeting (Cause-led V3)",2,2,NA,NA,0.03,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Animal"
"264","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","General Population (18-39)",2,2,NA,NA,0.02,2022-01-07,2022-01-17,NA,NA,"General audience",1,"'Optimized' PPCo","Video/creatives","Poverty"
"265","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Retargeting (Cause-led V3)",2,5,NA,NA,0.02,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Animal"
"266","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy + Lookalikes (18-39)",3,3,NA,NA,0.02,2022-01-07,2022-01-17,NA,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Climate"
"267","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Lookalikes (18-39)",2,3,NA,NA,0.02,2022-01-07,2022-01-17,NA,NA,"Lookalikes",1,"'Optimized' PPCo","Video/creatives","Climate"
"268","Giving Guide 2021 – Cause-led V3","Climate Change (Cause-led V3)","cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (321584443149131)","Climate Change (Cause-led V3)",2,3,NA,NA,0.02,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Cause-led","V3 - sometimes Luke","Climate"
"269","Giving Guide 2021 – Factual","Philanthropy (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Philanthropy (Factual)",1,1,NA,NA,0.019999389182421,2021-11-30,2021-12-08,NA,NA,"Philanthropy",0,"Factual","V1","Factual long"
"270","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_1 (1).mp4 (306692037975409)","Retargeting (Cause-led)",1,1,NA,NA,0.010616016427105,2021-12-03,2021-12-20,NA,NA,"Retargeting",0,"Cause-led","V1","Animal"
"271","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Retargeting (18-39)",2,2,NA,NA,0.01,2022-01-07,2022-01-18,NA,NA,"Retargeting",1,"'Optimized' PPCo","Video/creatives","Poverty"
"272","Giving Guide 2021 – Cause-led V3","Global Poverty (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (310307280993116)","Global Poverty (Cause-led V3)",1,1,NA,NA,0.01,2021-12-23,2022-01-04,NA,NA,"Global Poverty",1,"Cause-led","V3 - sometimes Luke","Poverty"
"273","Giving Guide 2021 – Cause-led V3","Global Poverty (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021 (1099193744229928)","Global Poverty (Cause-led V3)",2,2,NA,NA,0.01,2021-12-23,2022-01-04,NA,NA,"Global Poverty",1,"Cause-led","V3 - sometimes Luke","Poverty"
"274","Giving Guide 2021 – Factual","Global Poverty (Factual)","Auto_Cropped_AR_4_X_5_DCO_V4_ggwc_factual_final1 (1).mp4 (366905015235606)","Global Poverty (Factual)",1,1,NA,NA,0.01,2021-11-30,2021-12-08,NA,NA,"Global Poverty",0,"Factual","V1","Factual long"
"275","Giving Guide 2021 – Factual","Animal Welfare (Factual)","Auto_Cropped_AR_4_X_5_DCO_V4_ggwc_factual_final1 (1).mp4 (366904585235649)","Animal Welfare (Factual)",1,1,NA,NA,0.0099980597594102,2021-11-30,2021-12-08,NA,NA,"Animal",0,"Factual","V1","Factual long"
"276","Giving Guide 2021 - Cause-led","Philanthropy (Cause-led)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Retargeting (Cause-led)",1,1,NA,NA,0,2021-12-03,2021-12-20,NA,NA,"Retargeting",0,"Cause-led","V1","Climate"
"277","Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2882597601962794)","Global Poverty (Factual V3)",4,4,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Global Poverty",1,"Factual","V3 - sometimes Luke","Factual short"
"278","Giving Guide 2021 – PPCo Creatives","Cause-led + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy + Lookalikes (18-39)",2,2,NA,NA,0,2022-01-07,2022-01-17,NA,NA,"Philanthropy",1,"'Optimized' PPCo","Video/creatives","Poverty"
"279","Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Retargeting (Factual V3)",1,1,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Factual","V3 - sometimes Luke","Factual short"
"280","Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Retargeting (Factual V3)",2,2,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Factual","V3 - sometimes Luke","Factual short"
"281","Giving Guide 2021 – Cause-led V3","Global Poverty (Cause-led V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Global Poverty (Cause-led V3)",2,2,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Global Poverty",1,"Cause-led","V3 - sometimes Luke","Poverty"
"282","Giving Guide 2021 – Cause-led V3","Climate Change (Cause-led V3)","New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (279510247542681)","Climate Change (Cause-led V3)",1,1,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Cause-led","V3 - sometimes Luke","Climate"
"283","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Retargeting (Cause-led V3)",1,1,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Poverty"
"284","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (265751598880484)","Retargeting (Cause-led V3)",1,1,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Poverty"
"285","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_1 (1).mp4 (318095873501692)","Retargeting (Cause-led V3)",1,1,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Animal"
"286","Giving Guide 2021 – Cause-led V3","Retargeting (Cause-led V3)","cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (265751598880484)","Retargeting (Cause-led V3)",2,2,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Retargeting",1,"Cause-led","V3 - sometimes Luke","Poverty"
"287","Giving Guide 2021 – Cause-led V3","Lookalikes (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_3 (1).mp4 (946941329258535)","Lookalikes (Cause-led V3)",1,1,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Lookalikes",1,"Cause-led","V3 - sometimes Luke","Poverty"
"288","Giving Guide 2021 – Factual","Retargeting (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Retargeting (Factual)",1,1,NA,NA,0,2021-12-03,2021-12-08,NA,NA,"Retargeting",0,"Factual","V1","Factual long"
"289","Giving Guide 2021 – Factual","Retargeting (Factual)","gg_factual_short.mp4 (1298714567312091)","Retargeting (Factual)",1,1,NA,NA,0,2021-12-03,2021-12-08,NA,NA,"Retargeting",0,"Factual","V1","Factual short"
"290","Giving Guide 2021 – Cause-led V3","Climate Change (Cause-led V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4 (254244539987515)","Climate Change (Cause-led V3)",2,3,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Climate",1,"Cause-led","V3 - sometimes Luke","Climate"
"291","Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235578605254786)","Animal Welfare (Factual V3)",2,2,NA,NA,0,2021-12-23,2022-01-04,NA,NA,"Animal",1,"Factual","V3 - sometimes Luke","Factual short"
