"Campaign name","Ad name","Image, video and slideshow","Ad Set Name",Reach,Impressions,"Attribution setting","Result type",Results,"Amount spent (USD)",Starts,Ends,"Link clicks","Cost per result","Reporting starts","Unique link clicks","Reporting ends"
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare (18-39)",91,146,"7-day click or 1-day view","Meta Leads",1,2.5795893463497,2022-01-07,2022-01-17,2,2.5795893463497,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (797160248349292)","Philanthropy (Emotional V3)",107,170,"7-day click or 1-day view",,,2.4518480946807,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Climate Change (Factual V3)",298,314,"7-day click or 1-day view",,,2.45,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892971130925441)","Philanthropy (18-39)",101,128,"7-day click or 1-day view",,,2.44,2022-01-07,2022-01-18,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2960025150979241)","Lookalikes (Factual V2)",44,50,"7-day click or 1-day view",,,2.3239570368322,2021-12-08,2021-12-20,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Philanthropy (18-39)",77,94,"7-day click or 1-day view",,,2.32,2022-01-07,2022-01-18,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 - Emotional","Lookalikes (Emotional)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Lookalikes (Emotional)",41,41,"7-day click or 1-day view",,,2.2916945076493,2021-11-30,2021-12-20,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","General Population (18-39)",143,189,"7-day click or 1-day view",,,2.22,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Animal Welfare (Factual V3)",161,167,"7-day click or 1-day view",,,2.1901639221557,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892971217592099)","Climate Change + Lookalikes (18-39)",60,71,"7-day click or 1-day view",,,2.1295008787346,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Global Poverty (Factual V3)",115,131,"7-day click or 1-day view",,,2.07,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Animal Welfare (18-39)",36,49,"7-day click or 1-day view",,,2.07,2022-01-07,2022-01-17,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual","Lookalikes (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Lookalikes (Factual)",18,21,"7-day click or 1-day view",,,2.06,2021-11-30,2021-12-08,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Climate Change (Emotional V3)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change (Emotional V3)",187,194,"7-day click or 1-day view","Meta Leads",2,2.04,2021-12-23,2022-01-04,2,1.02,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","gg_factual_short.mp4 (1298714567312091)","Retargeting (Factual V2)",20,34,"7-day click or 1-day view",,,2.02,2021-12-08,2021-12-20,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2960023994312690)","Global Poverty (Factual V2)",41,48,"7-day click or 1-day view",,,2.0178006562273,2021-12-08,2021-12-20,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Global Poverty (Factual V3)",66,78,"7-day click or 1-day view",,,1.98,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Lookalikes (Emotional V3)",38,65,"7-day click or 1-day view",,,1.94,2021-12-23,2022-01-04,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Lookalikes (Emotional V3)",115,117,"7-day click or 1-day view","Meta Leads",1,1.89,2021-12-23,2022-01-04,2,1.89,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_1 (1).mp4 (318096646834948)","Philanthropy (Emotional V3)",124,184,"7-day click or 1-day view",,,1.8313804135778,2021-12-23,2022-01-04,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2882597271962827)","Animal Welfare (Factual V3)",166,175,"7-day click or 1-day view","Meta Leads",1,1.750130988024,2021-12-23,2022-01-04,1,1.750130988024,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Lookalikes (Emotional V3)",90,119,"7-day click or 1-day view",,,1.74,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (894864634555630)","Global Poverty (Factual V2)",46,55,"7-day click or 1-day view",,,1.6747745446686,2021-12-08,2021-12-20,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v (448955280029775)","Lookalikes (Emotional V3)",61,70,"7-day click or 1-day view",,,1.49,2021-12-23,2022-01-04,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (903414753700618)","Animal Welfare (Factual V3)",110,115,"7-day click or 1-day view",,,1.4401077844311,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Climate Change + Lookalikes (18-39)",64,81,"7-day click or 1-day view",,,1.4196672524897,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2970963596552063)","Animal Welfare (Factual V3)",102,107,"7-day click or 1-day view",,,1.4001047904192,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","New Giving Guide Video Ad Filmed Emotional - Animals.m4v (3000441363603721)","Philanthropy (Emotional V3)",129,135,"7-day click or 1-day view",,,1.3910485108597,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Global Poverty (18-39)",54,62,"7-day click or 1-day view",,,1.32,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4 (894865691222191)","Lookalikes (Factual V2)",36,37,"7-day click or 1-day view",,,1.2721661365417,2021-12-08,2021-12-20,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (265751598880484)","Philanthropy (Emotional V3)",128,142,"7-day click or 1-day view",,,1.2409353622057,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Philanthropy (Factual V3)",112,116,"7-day click or 1-day view","Meta Leads",1,1.24,2021-12-23,2022-01-04,2,1.24,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Climate Change (Emotional V3)","New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (279496877544018)","Climate Change (Emotional V3)",86,87,"7-day click or 1-day view",,,1.12,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual","Retargeting (Factual)","ggwc_factual_final1 (1).mp4 (886232108921551)","Retargeting (Factual)",6,11,"7-day click or 1-day view","Meta Leads",1,1.12,2021-12-03,2021-12-08,2,1.12,2021-11-20,,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","[Version 02] Giving What We Can Promo Video Final - CTA Visit GWWC.org [2021-29-11]_compressed.m4v (866994837312979)","Retargeting (18-39)",49,82,"7-day click or 1-day view",,,1.08,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Philanthropy + Lookalikes (18-39)",47,50,"7-day click or 1-day view",,,1.06,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Climate Change (18-39)",42,51,"7-day click or 1-day view",,,1.02,2022-01-07,2022-01-17,2,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","New Giving Guide Video Ad Filmed Factual Short.m4v (235565945256052)","Lookalikes (Factual V3)",58,62,"7-day click or 1-day view","Meta Leads",1,0.98,2021-12-23,2022-01-04,1,0.98,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Climate Change (Factual V3)",94,94,"7-day click or 1-day view",,,0.93,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 - Emotional","Philanthropy (Emotional)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Retargeting (Emotional)",16,30,"7-day click or 1-day view",,,0.9023613963039,2021-12-03,2021-12-20,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892971737592047)","Philanthropy + Lookalikes (18-39)",11,15,"7-day click or 1-day view",,,0.88,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2882597611962793)","Climate Change (Factual V3)",47,49,"7-day click or 1-day view",,,0.86,2021-12-23,2022-01-04,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892970624258825)","Global Poverty + Lookalikes (18-39)",17,22,"7-day click or 1-day view",,,0.83,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Animal Welfare (18-39)",40,52,"7-day click or 1-day view",,,0.81986948217317,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Lookalikes (18-39)",39,50,"7-day click or 1-day view",,,0.81,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (265751598880484)","Lookalikes (Emotional V3)",24,27,"7-day click or 1-day view",,,0.71,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_1 (1).mp4 (318095713501708)","Lookalikes (Emotional V3)",48,72,"7-day click or 1-day view",,,0.69,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Philanthropy + Lookalikes (18-39)",16,32,"7-day click or 1-day view",,,0.63,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Lookalikes (Factual V3)",19,20,"7-day click or 1-day view",,,0.63,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Climate Change (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4 (2970964036552019)","Climate Change (Factual V3)",30,32,"7-day click or 1-day view",,,0.61,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","gg_factual_short.mp4 (1298714567312091)","Retargeting (18-39)",19,32,"7-day click or 1-day view",,,0.61,2022-01-07,2022-01-18,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892970277592193)","Animal Welfare (18-39)",38,54,"7-day click or 1-day view",,,0.57990768251273,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy (18-39)",23,28,"7-day click or 1-day view",,,0.56,2022-01-07,2022-01-18,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Climate Change (Emotional V3)","cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (321584443149131)","Climate Change (Emotional V3)",46,47,"7-day click or 1-day view",,,0.52,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 - Emotional","Philanthropy (Emotional)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (783180656413918)","Retargeting (Emotional)",3,5,"7-day click or 1-day view",,,0.49895277207392,2021-12-03,2021-12-20,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (279496877544018)","Lookalikes (Emotional V3)",43,49,"7-day click or 1-day view",,,0.49,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_1 (1).mp4 (869866030367680)","Animal Welfare  + Lookalikes (18-39)",16,18,"7-day click or 1-day view",,,0.49,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (279496877544018)","Philanthropy (Emotional V3)",48,48,"7-day click or 1-day view",,,0.48036207569255,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Global Poverty (Factual V3)",33,33,"7-day click or 1-day view",,,0.48,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4 (254244359987533)","Lookalikes (Emotional V3)",14,20,"7-day click or 1-day view",,,0.47,2021-12-23,2022-01-04,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4 (797159248349392)","Lookalikes (Emotional V3)",49,57,"7-day click or 1-day view",,,0.46,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Philanthropy (Emotional V3)",26,47,"7-day click or 1-day view",,,0.45033944596176,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Hypercube Brand Video (Animated)","Free Effective Giving Guide 2021 (866994837312979)","Climate Change + Lookalikes (18-39)",20,27,"7-day click or 1-day view",,,0.44,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Philanthropy (Emotional V3)","cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v (321584443149131)","Philanthropy (Emotional V3)",31,33,"7-day click or 1-day view",,,0.42031681623098,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Lookalikes (Emotional V3)","Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_2 (1).mp4 (517919683219212)","Lookalikes (Emotional V3)",14,17,"7-day click or 1-day view",,,0.42,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Retargeting (18-39)",26,34,"7-day click or 1-day view",,,0.42,2022-01-07,2022-01-18,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Philanthropy (Factual V3)",14,24,"7-day click or 1-day view",,,0.41,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 - Emotional","Philanthropy (Emotional)","ggwc_emotional_set_2 (1).mp4 (717231612998210)","Retargeting (Emotional)",6,7,"7-day click or 1-day view",,,0.40340862422998,2021-12-03,2021-12-20,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","ggwc_emotional_set_3 (1).mp4 (287217033315901)","Global Poverty + Lookalikes (18-39)",20,21,"7-day click or 1-day view",,,0.4,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2882597425296145)","Philanthropy (Factual V3)",17,18,"7-day click or 1-day view",,,0.38,2021-12-23,2022-01-04,1,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Emotional V3","Global Poverty (Emotional V3)","cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v (265751598880484)","Global Poverty (Emotional V3)",40,45,"7-day click or 1-day view",,,0.38,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v (487059362838361)","Lookalikes (Factual V3)",5,8,"7-day click or 1-day view",,,0.37,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","gg_factual_short.mp4 (1298714567312091)","Retargeting (Factual V3)",25,36,"7-day click or 1-day view",,,0.36,2021-12-23,2022-01-04,,,2021-11-20,,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Emotional + Factual (Animated)","Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4 (2892970644258823)","Lookalikes (18-39)",8,9,"7-day click or 1-day view",,,0.34,2022-01-07,2022-01-17,,,2021-11-20,,2022-01-31
